id,article_id,relevant,scc_implication,category,priority,analysed_at
382,2229,1,"Sultan Haitham City is a significant urban development project that reflects sustainable development principles. This may lead to future civil works contracts in Muscat, particularly in infrastructure and urban planning. Tenders could emerge in the next 12-24 months.",PROJECT,MEDIUM,"2026-05-14 02:05:08"
383,2230,0,,,,"2026-05-14 02:05:08"
384,2220,0,,,,"2026-05-14 02:05:08"
385,2221,1,"Nama PWP's plan for a large-scale Round-the-Clock renewable energy project suggests future civil works in energy infrastructure. This could involve significant construction efforts in various governorates, with tenders expected in the next 12-24 months.",PROJECT,MEDIUM,"2026-05-14 02:05:08"
386,2223,0,,,,"2026-05-14 02:05:17"
387,2236,0,,,,"2026-05-14 02:05:17"
388,2222,0,,,,"2026-05-14 02:05:17"
389,2239,0,,,,"2026-05-14 02:05:17"
390,2280,1,"Dhofar plans to add 424km of new roads this year, indicating significant civil works in road construction. SCC should monitor for tender announcements from the Ministry of Transport, Communications and Information Technology (MTCIT).",PROJECT,HIGH,"2026-05-14 02:05:17"
391,2235,0,,,,"2026-05-14 02:05:17"
392,2147,0,,,,"2026-05-14 02:05:17"
393,2152,0,,,,"2026-05-14 02:05:17"
394,2032,0,,,,"2026-05-14 02:05:17"
395,2292,0,,,,"2026-05-14 02:05:17"
396,2339,0,,,,"2026-05-15 02:13:21"
397,2312,0,,,,"2026-05-15 02:13:21"
398,2314,0,,,,"2026-05-15 02:13:21"
399,2331,0,,,,"2026-05-15 02:13:21"
400,2333,0,,,,"2026-05-15 02:13:21"
401,2315,0,,,,"2026-05-15 02:13:21"
402,2334,0,,,,"2026-05-15 02:13:21"
403,2371,0,,,,"2026-05-15 02:13:21"
404,2319,0,,,,"2026-05-15 02:13:21"
405,2318,0,,,,"2026-05-15 02:13:21"
406,2320,1,"The construction of the Riyah-1 and Riyah-2 wind farms marks a significant development in renewable energy infrastructure in Oman. This could lead to future civil works opportunities related to wind farm construction and associated infrastructure in the Dhofar governorate.",PROJECT,MEDIUM,"2026-05-15 02:13:31"
407,2344,0,,,,"2026-05-15 02:13:31"
408,2347,0,,,,"2026-05-15 02:13:31"
409,2325,0,,,,"2026-05-15 02:13:31"
410,2351,0,,,,"2026-05-15 02:13:31"
411,2327,0,,,,"2026-05-15 02:13:31"
412,2247,0,,,,"2026-05-15 02:13:31"
413,2252,0,,,,"2026-05-15 02:13:31"
414,2234,0,,,,"2026-05-15 02:13:31"
415,2394,0,,,,"2026-05-16 02:16:06"
416,2400,0,,,,"2026-05-16 02:16:06"
417,2401,0,,,,"2026-05-16 02:16:06"
418,2411,0,,,,"2026-05-16 02:16:06"
419,2438,0,,,,"2026-05-16 02:16:06"
420,2407,0,,,,"2026-05-16 02:16:06"
421,2415,0,,,,"2026-05-16 02:16:06"
422,2408,0,,,,"2026-05-16 02:16:06"
423,2419,0,,,,"2026-05-16 02:16:06"
424,2439,1,"Oman is tendering consultancy services for up to 2.8GW gas-fired Independent Power Projects (IPP), indicating future civil works related to energy infrastructure. Tenders likely to attract significant construction contracts in the energy sector.",PROJECT,HIGH,"2026-05-16 02:16:06"
425,2466,0,,,,"2026-05-17 02:11:18"
426,2467,0,,,,"2026-05-17 02:11:18"
427,2470,0,,,,"2026-05-17 02:11:18"
428,2498,0,,,,"2026-05-17 02:11:18"
429,2448,1,"Muscat Expressway expansion project awarded, focusing on collector roads. This is a direct opportunity for SCC in road construction within Muscat governorate. Monitor MoTCIT for related tender announcements.",PROJECT,HIGH,"2026-05-17 02:11:18"
430,2449,0,,,,"2026-05-17 02:11:18"
431,2452,0,,,,"2026-05-17 02:11:18"
432,2455,0,,,,"2026-05-17 02:11:18"
433,2499,0,,,,"2026-05-17 02:11:18"
434,2480,0,,,,"2026-05-17 02:11:18"
435,2461,0,,,,"2026-05-17 02:11:27"
436,2501,0,,,,"2026-05-17 02:11:27"
437,2504,0,,,,"2026-05-17 02:11:27"
438,2468,0,,,,"2026-05-17 02:11:27"
439,2471,0,,,,"2026-05-17 02:11:27"
440,2472,0,,,,"2026-05-17 02:11:27"
441,2473,0,,,,"2026-05-17 02:11:27"
442,2487,1,"Jindal Steel's RO 150 million (approx OMR 150M) investment in an integrated iron and steel plant in Suhar indicates potential future civil works related to industrial infrastructure. This could involve road construction and site preparation in the Al Batinah governorate.",PROJECT,HIGH,"2026-05-17 02:11:27"
443,2505,0,,,,"2026-05-17 02:11:27"
444,2509,0,,,,"2026-05-17 02:11:27"
445,2484,1,"MTCIT's plans for solar-powered street lights indicate potential future civil works in urban infrastructure projects across Oman. Tenders for installation and maintenance likely within 12-18 months.",PROJECT,MEDIUM,"2026-05-17 02:11:30"
446,2423,0,,,,"2026-05-17 02:11:30"
447,2587,0,,,,"2026-05-18 02:07:08"
448,2588,0,,,,"2026-05-18 02:07:08"
449,2589,0,,,,"2026-05-18 02:07:08"
450,2611,1,"Over RO 100M allocated for road projects in Al Dakhiliyah. This indicates potential civil works opportunities in road construction for SCC in the region.",PROJECT,HIGH,"2026-05-18 02:07:08"
451,2610,0,,,,"2026-05-18 02:07:08"
452,2591,0,,,,"2026-05-18 02:07:08"
453,2536,0,,,,"2026-05-18 02:07:08"
454,2543,0,,,,"2026-05-18 02:07:08"
455,2568,0,,,,"2026-05-18 02:07:08"
456,2569,0,,,,"2026-05-18 02:07:08"
457,2550,0,,,,"2026-05-18 02:07:16"
458,2552,0,,,,"2026-05-18 02:07:16"
459,2541,0,,,,"2026-05-18 02:07:16"
460,2570,0,,,,"2026-05-18 02:07:16"
461,2560,0,,,,"2026-05-18 02:07:16"
462,2576,1,"Raysut Fishing Port rehabilitation completed at a cost exceeding RO 2.9 million. This project in Salalah may indicate future civil works opportunities in the fisheries sector.",PROJECT,MEDIUM,"2026-05-18 02:07:16"
463,2574,0,,,,"2026-05-18 02:07:16"
464,2565,0,,,,"2026-05-18 02:07:16"
465,2575,0,,,,"2026-05-18 02:07:16"
466,2672,0,,,,"2026-05-19 02:12:46"
467,2675,0,,,,"2026-05-19 02:12:46"
468,2676,1,"Establishment of a sustainable cement products factory in Khazaen Economic City indicates potential future demand for civil works related to factory construction. Tenders likely in 12-18 months.",PROJECT,MEDIUM,"2026-05-19 02:12:46"
469,2619,0,,,,"2026-05-19 02:12:46"
470,2682,0,,,,"2026-05-19 02:12:46"
471,2685,1,"Expansion of the food and beverage factory project in Khazaen Economic City may require additional civil works, including site preparation and infrastructure development. Tenders likely in 12-18 months.",PROJECT,MEDIUM,"2026-05-19 02:12:46"
472,2621,0,,,,"2026-05-19 02:12:46"
473,2623,0,,,,"2026-05-19 02:12:46"
474,2656,0,,,,"2026-05-19 02:12:46"
475,2622,0,,,,"2026-05-19 02:12:46"
476,2704,0,,,,"2026-05-19 02:12:53"
477,2629,0,,,,"2026-05-19 02:12:53"
478,2631,0,,,,"2026-05-19 02:12:53"
479,2693,0,,,,"2026-05-19 02:12:53"
480,2647,0,,,,"2026-05-19 02:12:53"
481,2649,0,,,,"2026-05-19 02:12:53"
482,2664,0,,,,"2026-05-19 02:12:53"
483,2666,0,,,,"2026-05-19 02:12:53"
484,2706,0,,,,"2026-05-19 02:12:53"
485,2667,0,,,,"2026-05-19 02:12:53"
486,2660,0,,,,"2026-05-19 02:12:58"
487,2707,1,"OMR 100M allocated for integrated road projects in Al Dakhiliyah Governorate. This represents potential civil works opportunities for SCC in road construction. Tenders likely to follow in the coming months.",PROJECT,HIGH,"2026-05-19 02:12:58"
488,2599,1,"Rehabilitation of Raysut Fishing Port in Dhofar indicates future civil works for marine infrastructure. Tenders for related construction likely within 12-18 months.",PROJECT,MEDIUM,"2026-05-19 02:12:58"
